year,month,month_num,race,gender,age_group,education_level,industry,labor_force_thousands,employed_thousands,unemployed_thousands,unemployment_rate
2023,January,1,Black,Female,45-54,Bachelor's+,Technology,610,598,12,2.0
2023,January,1,Black,Female,45-54,Bachelor's+,Education,601,589,12,2.1
2023,January,1,Black,Female,45-54,Bachelor's+,Retail,599,582,17,3.0
2023,January,1,Black,Female,55+,Less than High School,Healthcare,319,301,18,5.8
2023,January,1,Black,Female,55+,Less than High School,Finance,311,291,20,6.5
2023,January,1,Black,Female,55+,Less than High School,Technology,325,309,16,5.1
2023,January,1,Black,Female,55+,Less than High School,Education,321,302,19,6.1
2023,January,1,Black,Female,55+,Less than High School,Retail,326,297,29,9.0
2023,January,1,Black,Female,55+,High School,Healthcare,625,600,25,4.1
2023,January,1,Black,Female,55+,High School,Finance,636,609,27,4.4
2023,January,1,Black,Female,55+,High School,Technology,619,597,22,3.6
2023,January,1,Black,Female,55+,High School,Education,650,621,29,4.5
2023,January,1,Black,Female,55+,High School,Retail,620,580,40,6.5
2023,January,1,Black,Female,55+,Some College,Healthcare,529,512,17,3.4
2023,January,1,Black,Female,55+,Some College,Finance,529,510,19,3.7
2023,January,1,Black,Female,55+,Some College,Technology,539,524,15,2.8
2023,January,1,Black,Female,55+,Some College,Education,521,502,19,3.7
2023,January,1,Black,Female,55+,Some College,Retail,525,498,27,5.2
2023,January,1,Black,Female,55+,Bachelor's+,Healthcare,635,622,13,2.1
2023,January,1,Black,Female,55+,Bachelor's+,Finance,648,634,14,2.3
2023,January,1,Black,Female,55+,Bachelor's+,Technology,646,636,10,1.6
2023,January,1,Black,Female,55+,Bachelor's+,Education,651,638,13,2.0
2023,January,1,Black,Female,55+,Bachelor's+,Retail,647,629,18,2.9
2023,January,1,Asian,Male,20-24,Less than High School,Healthcare,93,86,7,8.5
2023,January,1,Asian,Male,20-24,Less than High School,Finance,97,88,9,9.7
2023,January,1,Asian,Male,20-24,Less than High School,Technology,92,86,6,7.6
2023,January,1,Asian,Male,20-24,Less than High School,Education,93,85,8,9.1
2023,January,1,Asian,Male,20-24,Less than High School,Retail,94,82,12,13.8
2023,January,1,Asian,Male,20-24,High School,Healthcare,186,175,11,6.1
2023,January,1,Asian,Male,20-24,High School,Finance,190,178,12,6.7
2023,January,1,Asian,Male,20-24,High School,Technology,185,176,9,5.4
2023,January,1,Asian,Male,20-24,High School,Education,183,171,12,6.6
2023,January,1,Asian,Male,20-24,High School,Retail,191,173,18,9.9
2023,January,1,Asian,Male,20-24,Some College,Healthcare,156,149,7,5.0
2023,January,1,Asian,Male,20-24,Some College,Finance,160,152,8,5.5
2023,January,1,Asian,Male,20-24,Some College,Technology,157,150,7,4.5
2023,January,1,Asian,Male,20-24,Some College,Education,157,150,7,5.0
2023,January,1,Asian,Male,20-24,Some College,Retail,160,148,12,7.8
2023,January,1,Asian,Male,20-24,Bachelor's+,Healthcare,188,183,5,2.9
2023,January,1,Asian,Male,20-24,Bachelor's+,Finance,188,183,5,3.1
2023,January,1,Asian,Male,20-24,Bachelor's+,Technology,187,183,4,2.5
2023,January,1,Asian,Male,20-24,Bachelor's+,Education,184,179,5,3.0
2023,January,1,Asian,Male,20-24,Bachelor's+,Retail,194,186,8,4.3
2023,January,1,Asian,Male,25-34,Less than High School,Healthcare,190,181,9,4.8
2023,January,1,Asian,Male,25-34,Less than High School,Finance,192,182,10,5.5
2023,January,1,Asian,Male,25-34,Less than High School,Technology,192,184,8,4.5
2023,January,1,Asian,Male,25-34,Less than High School,Education,186,177,9,5.1
2023,January,1,Asian,Male,25-34,Less than High School,Retail,191,176,15,7.9
2023,January,1,Asian,Male,25-34,High School,Healthcare,367,354,13,3.7
2023,January,1,Asian,Male,25-34,High School,Finance,380,366,14,3.7
2023,January,1,Asian,Male,25-34,High School,Technology,388,376,12,3.3
2023,January,1,Asian,Male,25-34,High School,Education,376,362,14,3.8
2023,January,1,Asian,Male,25-34,High School,Retail,380,360,20,5.4
2023,January,1,Asian,Male,25-34,Some College,Healthcare,313,304,9,3.0
2023,January,1,Asian,Male,25-34,Some College,Finance,322,312,10,3.2
2023,January,1,Asian,Male,25-34,Some College,Technology,320,313,7,2.3
2023,January,1,Asian,Male,25-34,Some College,Education,312,303,9,2.9
2023,January,1,Asian,Male,25-34,Some College,Retail,315,302,13,4.3
2023,January,1,Asian,Male,25-34,Bachelor's+,Healthcare,384,378,6,1.7
2023,January,1,Asian,Male,25-34,Bachelor's+,Finance,367,361,6,1.7
2023,January,1,Asian,Male,25-34,Bachelor's+,Technology,380,374,6,1.6
2023,January,1,Asian,Male,25-34,Bachelor's+,Education,386,380,6,1.6
2023,January,1,Asian,Male,25-34,Bachelor's+,Retail,376,367,9,2.4
2023,January,1,Asian,Male,35-44,Less than High School,Healthcare,177,171,6,3.9
2023,January,1,Asian,Male,35-44,Less than High School,Finance,183,176,7,4.2
2023,January,1,Asian,Male,35-44,Less than High School,Technology,182,176,6,3.7
2023,January,1,Asian,Male,35-44,Less than High School,Education,179,172,7,4.1
2023,January,1,Asian,Male,35-44,Less than High School,Retail,181,170,11,6.2
2023,January,1,Asian,Male,35-44,High School,Healthcare,358,348,10,2.9
2023,January,1,Asian,Male,35-44,High School,Finance,367,356,11,3.1
2023,January,1,Asian,Male,35-44,High School,Technology,357,349,8,2.4
2023,January,1,Asian,Male,35-44,High School,Education,354,344,10,3.0
2023,January,1,Asian,Male,35-44,High School,Retail,361,345,16,4.5
2023,January,1,Asian,Male,35-44,Some College,Healthcare,296,289,7,2.5
2023,January,1,Asian,Male,35-44,Some College,Finance,303,295,8,2.7
2023,January,1,Asian,Male,35-44,Some College,Technology,301,295,6,2.0
2023,January,1,Asian,Male,35-44,Some College,Education,304,297,7,2.5
2023,January,1,Asian,Male,35-44,Some College,Retail,302,292,10,3.4
2023,January,1,Asian,Male,35-44,Bachelor's+,Healthcare,369,364,5,1.4
2023,January,1,Asian,Male,35-44,Bachelor's+,Finance,366,361,5,1.4
2023,January,1,Asian,Male,35-44,Bachelor's+,Technology,357,353,4,1.3
2023,January,1,Asian,Male,35-44,Bachelor's+,Education,362,357,5,1.5
2023,January,1,Asian,Male,35-44,Bachelor's+,Retail,365,358,7,2.1
2023,January,1,Asian,Male,45-54,Less than High School,Healthcare,175,169,6,3.8
2023,January,1,Asian,Male,45-54,Less than High School,Finance,175,168,7,4.2
2023,January,1,Asian,Male,45-54,Less than High School,Technology,169,164,5,3.4
2023,January,1,Asian,Male,45-54,Less than High School,Education,172,166,6,3.9
2023,January,1,Asian,Male,45-54,Less than High School,Retail,167,157,10,6.0
2023,January,1,Asian,Male,45-54,High School,Healthcare,348,339,9,2.6
2023,January,1,Asian,Male,45-54,High School,Finance,335,326,9,2.9
2023,January,1,Asian,Male,45-54,High School,Technology,352,344,8,2.4
2023,January,1,Asian,Male,45-54,High School,Education,351,341,10,2.9
2023,January,1,Asian,Male,45-54,High School,Retail,338,324,14,4.3
2023,January,1,Asian,Male,45-54,Some College,Healthcare,285,279,6,2.3
2023,January,1,Asian,Male,45-54,Some College,Finance,290,283,7,2.5
2023,January,1,Asian,Male,45-54,Some College,Technology,279,274,5,1.9
2023,January,1,Asian,Male,45-54,Some College,Education,279,273,6,2.5
2023,January,1,Asian,Male,45-54,Some College,Retail,292,282,10,3.6
2023,January,1,Asian,Male,45-54,Bachelor's+,Healthcare,353,349,4,1.4
2023,January,1,Asian,Male,45-54,Bachelor's+,Finance,349,344,5,1.6
2023,January,1,Asian,Male,45-54,Bachelor's+,Technology,349,346,3,1.1
2023,January,1,Asian,Male,45-54,Bachelor's+,Education,343,339,4,1.2
2023,January,1,Asian,Male,45-54,Bachelor's+,Retail,346,340,6,1.9
2023,January,1,Asian,Male,55+,Less than High School,Healthcare,181,175,6,3.6
2023,January,1,Asian,Male,55+,Less than High School,Finance,184,177,7,4.0
2023,January,1,Asian,Male,55+,Less than High School,Technology,177,172,5,2.9
2023,January,1,Asian,Male,55+,Less than High School,Education,184,178,6,3.5
2023,January,1,Asian,Male,55+,Less than High School,Retail,184,174,10,5.6
2023,January,1,Asian,Male,55+,High School,Healthcare,350,342,8,2.4
2023,January,1,Asian,Male,55+,High School,Finance,369,359,10,2.9
2023,January,1,Asian,Male,55+,High School,Technology,358,351,7,2.2
2023,January,1,Asian,Male,55+,High School,Education,370,361,9,2.5
2023,January,1,Asian,Male,55+,High School,Retail,360,346,14,3.9
2023,January,1,Asian,Male,55+,Some College,Healthcare,307,302,5,1.9
2023,January,1,Asian,Male,55+,Some College,Finance,299,293,6,2.1
2023,January,1,Asian,Male,55+,Some College,Technology,304,299,5,1.9
2023,January,1,Asian,Male,55+,Some College,Education,298,292,6,2.3
2023,January,1,Asian,Male,55+,Some College,Retail,294,285,9,3.3
2023,January,1,Asian,Male,55+,Bachelor's+,Healthcare,351,347,4,1.2
2023,January,1,Asian,Male,55+,Bachelor's+,Finance,358,354,4,1.3
2023,January,1,Asian,Male,55+,Bachelor's+,Technology,350,346,4,1.3
2023,January,1,Asian,Male,55+,Bachelor's+,Education,359,355,4,1.2
2023,January,1,Asian,Male,55+,Bachelor's+,Retail,368,361,7,2.0
2023,January,1,Asian,Female,20-24,Less than High School,Healthcare,88,81,7,9.0
2023,January,1,Asian,Female,20-24,Less than High School,Finance,89,80,9,10.3
2023,January,1,Asian,Female,20-24,Less than High School,Technology,86,80,6,8.0
2023,January,1,Asian,Female,20-24,Less than High School,Education,85,77,8,9.6
2023,January,1,Asian,Female,20-24,Less than High School,Retail,86,74,12,14.9
2023,January,1,Asian,Female,20-24,High School,Healthcare,175,164,11,6.6
2023,January,1,Asian,Female,20-24,High School,Finance,169,157,12,7.3
2023,January,1,Asian,Female,20-24,High School,Technology,171,162,9,5.8
2023,January,1,Asian,Female,20-24,High School,Education,174,163,11,6.7
2023,January,1,Asian,Female,20-24,High School,Retail,177,159,18,10.2
2023,January,1,Asian,Female,20-24,Some College,Healthcare,142,135,7,5.1
2023,January,1,Asian,Female,20-24,Some College,Finance,143,135,8,5.9
2023,January,1,Asian,Female,20-24,Some College,Technology,148,142,6,4.4
2023,January,1,Asian,Female,20-24,Some College,Education,148,141,7,5.3
2023,January,1,Asian,Female,20-24,Some College,Retail,141,130,11,8.1
2023,January,1,Asian,Female,20-24,Bachelor's+,Healthcare,170,166,4,2.8
2023,January,1,Asian,Female,20-24,Bachelor's+,Finance,169,164,5,3.3
2023,January,1,Asian,Female,20-24,Bachelor's+,Technology,177,173,4,2.4
2023,January,1,Asian,Female,20-24,Bachelor's+,Education,172,167,5,3.0
2023,January,1,Asian,Female,20-24,Bachelor's+,Retail,169,162,7,4.5
2023,January,1,Asian,Female,25-34,Less than High School,Healthcare,174,165,9,5.3
2023,January,1,Asian,Female,25-34,Less than High School,Finance,173,163,10,5.9
2023,January,1,Asian,Female,25-34,Less than High School,Technology,174,166,8,4.7
2023,January,1,Asian,Female,25-34,Less than High School,Education,174,165,9,5.4
2023,January,1,Asian,Female,25-34,Less than High School,Retail,169,155,14,8.5
2023,January,1,Asian,Female,25-34,High School,Healthcare,356,343,13,3.8
2023,January,1,Asian,Female,25-34,High School,Finance,347,333,14,4.2
2023,January,1,Asian,Female,25-34,High School,Technology,339,328,11,3.5
2023,January,1,Asian,Female,25-34,High School,Education,346,333,13,3.9
2023,January,1,Asian,Female,25-34,High School,Retail,348,328,20,6.0
2023,January,1,Asian,Female,25-34,Some College,Healthcare,282,274,8,3.1
2023,January,1,Asian,Female,25-34,Some College,Finance,292,283,9,3.2
2023,January,1,Asian,Female,25-34,Some College,Technology,286,279,7,2.5
2023,January,1,Asian,Female,25-34,Some College,Education,291,282,9,3.2
2023,January,1,Asian,Female,25-34,Some College,Retail,299,286,13,4.6
2023,January,1,Asian,Female,25-34,Bachelor's+,Healthcare,347,341,6,1.8
2023,January,1,Asian,Female,25-34,Bachelor's+,Finance,340,334,6,2.0
2023,January,1,Asian,Female,25-34,Bachelor's+,Technology,355,350,5,1.6
2023,January,1,Asian,Female,25-34,Bachelor's+,Education,354,348,6,1.9
2023,January,1,Asian,Female,25-34,Bachelor's+,Retail,342,333,9,2.8
2023,January,1,Asian,Female,35-44,Less than High School,Healthcare,163,157,6,4.2
2023,January,1,Asian,Female,35-44,Less than High School,Finance,165,158,7,4.7
2023,January,1,Asian,Female,35-44,Less than High School,Technology,162,157,5,3.7
2023,January,1,Asian,Female,35-44,Less than High School,Education,167,160,7,4.4
2023,January,1,Asian,Female,35-44,Less than High School,Retail,162,152,10,6.7
2023,January,1,Asian,Female,35-44,High School,Healthcare,324,314,10,3.2
2023,January,1,Asian,Female,35-44,High School,Finance,324,313,11,3.5
2023,January,1,Asian,Female,35-44,High School,Technology,337,329,8,2.5
2023,January,1,Asian,Female,35-44,High School,Education,333,323,10,3.3
2023,January,1,Asian,Female,35-44,High School,Retail,333,318,15,4.8
2023,January,1,Asian,Female,35-44,Some College,Healthcare,270,264,6,2.4
2023,January,1,Asian,Female,35-44,Some College,Finance,279,272,7,2.7
2023,January,1,Asian,Female,35-44,Some College,Technology,283,277,6,2.3
2023,January,1,Asian,Female,35-44,Some College,Education,284,277,7,2.7
2023,January,1,Asian,Female,35-44,Some College,Retail,274,264,10,3.8
2023,January,1,Asian,Female,35-44,Bachelor's+,Healthcare,326,322,4,1.5
2023,January,1,Asian,Female,35-44,Bachelor's+,Finance,327,322,5,1.7
2023,January,1,Asian,Female,35-44,Bachelor's+,Technology,339,336,3,1.1
2023,January,1,Asian,Female,35-44,Bachelor's+,Education,337,332,5,1.5
2023,January,1,Asian,Female,35-44,Bachelor's+,Retail,338,331,7,2.2
2023,January,1,Asian,Female,45-54,Less than High School,Healthcare,162,156,6,4.1
2023,January,1,Asian,Female,45-54,Less than High School,Finance,159,152,7,4.6
2023,January,1,Asian,Female,45-54,Less than High School,Technology,153,148,5,3.6
2023,January,1,Asian,Female,45-54,Less than High School,Education,161,154,7,4.4
2023,January,1,Asian,Female,45-54,Less than High School,Retail,155,146,9,6.2
2023,January,1,Asian,Female,45-54,High School,Healthcare,313,304,9,2.9
2023,January,1,Asian,Female,45-54,High School,Finance,307,298,9,3.1
2023,January,1,Asian,Female,45-54,High School,Technology,318,310,8,2.7
2023,January,1,Asian,Female,45-54,High School,Education,309,300,9,3.0
2023,January,1,Asian,Female,45-54,High School,Retail,307,294,13,4.5
2023,January,1,Asian,Female,45-54,Some College,Healthcare,259,253,6,2.4
2023,January,1,Asian,Female,45-54,Some College,Finance,261,255,6,2.5
2023,January,1,Asian,Female,45-54,Some College,Technology,267,262,5,2.0
2023,January,1,Asian,Female,45-54,Some College,Education,265,259,6,2.5
2023,January,1,Asian,Female,45-54,Some College,Retail,256,248,8,3.4
2023,January,1,Asian,Female,45-54,Bachelor's+,Healthcare,319,316,3,1.2
2023,January,1,Asian,Female,45-54,Bachelor's+,Finance,312,308,4,1.6
2023,January,1,Asian,Female,45-54,Bachelor's+,Technology,316,312,4,1.3
2023,January,1,Asian,Female,45-54,Bachelor's+,Education,312,308,4,1.4
2023,January,1,Asian,Female,45-54,Bachelor's+,Retail,309,303,6,2.2
2023,January,1,Asian,Female,55+,Less than High School,Healthcare,164,158,6,3.7
2023,January,1,Asian,Female,55+,Less than High School,Finance,166,160,6,4.2
2023,January,1,Asian,Female,55+,Less than High School,Technology,161,156,5,3.4
2023,January,1,Asian,Female,55+,Less than High School,Education,167,161,6,3.9
2023,January,1,Asian,Female,55+,Less than High School,Retail,164,155,9,5.7
2023,January,1,Asian,Female,55+,High School,Healthcare,325,317,8,2.6
2023,January,1,Asian,Female,55+,High School,Finance,329,320,9,2.9
2023,January,1,Asian,Female,55+,High School,Technology,337,330,7,2.2
2023,January,1,Asian,Female,55+,High School,Education,330,322,8,2.7
2023,January,1,Asian,Female,55+,High School,Retail,332,318,14,4.3
2023,January,1,Asian,Female,55+,Some College,Healthcare,282,276,6,2.3
2023,January,1,Asian,Female,55+,Some College,Finance,283,277,6,2.2
2023,January,1,Asian,Female,55+,Some College,Technology,269,265,4,1.7
2023,January,1,Asian,Female,55+,Some College,Education,283,276,7,2.5
2023,January,1,Asian,Female,55+,Some College,Retail,278,269,9,3.4
2023,January,1,Asian,Female,55+,Bachelor's+,Healthcare,330,326,4,1.4
2023,January,1,Asian,Female,55+,Bachelor's+,Finance,323,319,4,1.3
2023,January,1,Asian,Female,55+,Bachelor's+,Technology,338,335,3,1.1
2023,January,1,Asian,Female,55+,Bachelor's+,Education,339,335,4,1.4
2023,January,1,Asian,Female,55+,Bachelor's+,Retail,324,318,6,2.1
2023,January,1,Hispanic,Male,20-24,Less than High School,Healthcare,270,238,32,12.2
2023,January,1,Hispanic,Male,20-24,Less than High School,Finance,274,237,37,13.6
2023,January,1,Hispanic,Male,20-24,Less than High School,Technology,271,243,28,10.5
2023,January,1,Hispanic,Male,20-24,Less than High School,Education,271,237,34,12.7
2023,January,1,Hispanic,Male,20-24,Less than High School,Retail,274,222,52,19.3
2023,January,1,Hispanic,Male,20-24,High School,Healthcare,549,503,46,8.4
2023,January,1,Hispanic,Male,20-24,High School,Finance,544,492,52,9.7
2023,January,1,Hispanic,Male,20-24,High School,Technology,559,517,42,7.6
2023,January,1,Hispanic,Male,20-24,High School,Education,540,491,49,9.2
2023,January,1,Hispanic,Male,20-24,High School,Retail,539,467,72,13.5
2023,January,1,Hispanic,Male,20-24,Some College,Healthcare,464,433,31,6.8
